member_id,member_name,dob
MBR01296,Stephanie Lee,2004-12-18
MBR01297,Carlos Walker,1962-05-25
MBR01298,Kai Jackson,1991-12-18
MBR01299,Dakota Smith,1999-05-06
MBR01300,Joseph Williams,1973-02-16
MBR01301,Robert Ramirez,1992-07-25
MBR01302,Joseph Benally,1962-03-12
MBR01303,Destiny Miller,2003-11-14
MBR01304,Jessica Lewis,1998-01-02
MBR01305,Kayla Perez,1994-11-17
MBR01306,Isaiah Martin,1962-09-14
MBR01307,Miguel Moore,1979-04-18
MBR01308,Trevor Brown,2003-09-19
MBR01309,Carlos Smith,1967-02-14
MBR01310,Jacob Lewis,1965-04-20
MBR01311,Trevor Garcia,1989-05-17
MBR01312,Jacob Lopez,1973-10-17
MBR01313,Jessica Rodriguez,1974-10-03
MBR01314,Michael Wilson,1980-12-19
MBR01315,Devon Miller,1989-07-20
MBR01316,Latoya Martin,1962-05-08
MBR01317,Stephanie Begay,2000-01-25
MBR01318,Ryan Jones,2006-08-14
MBR01319,Michael Nez,1964-10-27
MBR01320,Elizabeth Clark,1975-12-08
MBR01321,Elizabeth Benally,1986-02-04
MBR01322,James White,1977-07-27
MBR01323,Jessica White,1977-11-01
MBR01324,Jennifer Redhouse,1973-07-02
MBR01325,Ashley Begay,2005-06-05
MBR01326,Guadalupe Miller,2002-02-14
MBR01327,Jose Garcia,2006-08-28
MBR01328,Joshua Benally,2001-12-06
MBR01329,Cheyenne Jackson,1994-05-05
MBR01330,Daniel White,1989-08-14
MBR01331,Latoya Sanchez,2004-06-21
MBR01332,Christopher Rodriguez,1989-12-23
MBR01333,Tyler Moore,1990-11-17
MBR01334,Dakota Clark,1971-04-17
MBR01335,Daniel Moore,1993-10-16
MBR01336,Yazzie Redhouse,1989-01-06
MBR01337,Latoya Tsosie,1970-10-11
MBR01338,Shawn Martinez,1977-03-15
MBR01339,Juan Benally,1996-02-05
MBR01340,Brandon Lewis,1976-04-11
MBR01341,Ryan Curley,1996-08-04
MBR01342,Christopher Anderson,2004-05-21
MBR01343,Michael Lewis,2001-02-14
MBR01344,Joseph Curley,1970-09-13
MBR01345,Carlos Williams,1979-10-19
MBR01346,Daniel Harris,1985-07-10
MBR01347,Guadalupe Lewis,1972-11-06
MBR01348,Matthew Martinez,1980-10-27
MBR01349,Nizhoni Benally,1965-02-24
MBR01350,Destiny Gonzalez,1978-03-23
MBR01351,Kai Lopez,1999-03-06
MBR01352,Matthew Moore,1994-07-14
MBR01353,Amanda Harris,1967-06-23
MBR01354,Samantha Clark,1967-03-21
MBR01355,James Wilson,1999-11-10
MBR01356,James Jackson,1967-02-13
MBR01357,Juan Miller,1965-12-16
MBR01358,Guadalupe Harris,1992-09-12
MBR01359,Angel Jackson,1984-07-13
MBR01360,Nizhoni Yazzie,1978-01-26
MBR01361,Latoya Hernandez,1969-06-28
MBR01362,Marcus Tsosie,1990-03-06
MBR01363,Andrew Jackson,1994-02-21
MBR01364,Marcus Johnson,1998-05-23
MBR01365,Maria Redhouse,1992-12-13
MBR01366,Joshua Rodriguez,1992-01-13
MBR01367,David Chee,2004-10-02
MBR01368,Daniel Thomas,2001-01-05
MBR01369,Latoya Anderson,1989-08-28
MBR01370,Aaron Yazzie,1988-05-17
MBR01371,Jessica Thomas,1997-11-27
MBR01372,Angel Jackson,2002-11-09
MBR01373,Sarah Perez,1983-02-22
MBR01374,Brittany Manygoats,1977-06-08
MBR01375,Daniel Tsosie,1965-03-11
MBR01376,Joseph Jackson,1979-03-07
MBR01377,Marcus Moore,1977-04-10
MBR01378,Jessica Hernandez,2001-12-12
MBR01379,David Williams,1964-12-23
MBR01380,Daniel Clark,1967-08-23
MBR01381,Isaiah Whitehorse,1999-01-17
MBR01382,Rosa Jones,2005-11-14
MBR01383,Linda Sanchez,1990-11-13
MBR01384,Aaron Miller,1980-02-25
MBR01385,Christopher Chee,1964-08-09
MBR01386,Kai Whitehorse,1979-05-13
MBR01387,Elizabeth Benally,1989-10-23
MBR01388,Maria Jones,1962-04-18
MBR01389,Brittany Thompson,1968-02-05
MBR01390,Jennifer Tsosie,1984-02-23
MBR01391,Yazzie Perez,1981-06-02
MBR01392,Megan Williams,1977-07-10
MBR01393,Miguel Lewis,1984-03-19
MBR01394,Daniel Harris,1962-03-01
MBR01395,Amanda Jones,2004-03-15
MBR01396,Jose Lopez,2003-08-14
MBR01397,James Robinson,1968-01-16
MBR01398,Rosa Walker,1974-09-28
MBR01399,Ashley Jones,1962-05-22
MBR01400,Jacob Perez,1972-08-02
MBR01401,Ryan Hernandez,2001-10-02
MBR01402,Tyler Thomas,2005-12-11
MBR01403,Angel Brown,1964-05-23
MBR01404,Nizhoni Benally,1987-01-04
MBR01405,Marcus Gonzalez,1991-08-21
MBR01406,Juan Jackson,1962-10-26
MBR01407,Andrew Garcia,1986-02-19
MBR01408,Jose Curley,1985-10-09
MBR01409,Destiny Redhouse,1975-05-10
MBR01410,Maria Perez,1979-06-25
MBR01411,Linda Martinez,1967-01-25
MBR01412,Kayla Lopez,1984-08-15
MBR01413,Samantha Taylor,1974-08-24
MBR01414,Latoya Clark,1979-12-02
MBR01415,Nicole Walker,1966-05-24
MBR01416,Alma Garcia,1977-04-18
MBR01417,Cheyenne Hernandez,1995-09-12
MBR01418,Joseph Garcia,1971-08-07
MBR01419,Luz Lopez,1981-02-26
MBR01420,Latoya Harris,1987-03-21
MBR01421,Brandon Garcia,1969-03-20
MBR01422,Robert Miller,2006-05-07
MBR01423,Aaron Garcia,1979-11-25
MBR01424,Devon Nez,1987-08-01
MBR01425,Ryan Davis,1972-07-15
MBR01426,Rebecca Begay,1985-09-13
MBR01427,Latoya Wilson,1982-12-28
MBR01428,Michael Robinson,1968-10-17
MBR01429,Ashley Thompson,2006-04-10
MBR01430,Angel Martin,1984-08-24
MBR01431,Guadalupe Jackson,1995-12-07
MBR01432,Cheyenne Martin,1981-03-16
MBR01433,Jose Manygoats,1988-04-24
MBR01434,Stephanie Begay,1968-09-25
MBR01435,Dakota Walker,1962-08-14
MBR01436,Miguel Robinson,1963-09-23
MBR01437,Guadalupe Begay,2000-08-04
MBR01438,Marcus Smith,1978-06-04
MBR01439,Aaron Whitehorse,1990-08-15
MBR01440,Carlos Sanchez,1974-06-15
MBR01441,Brittany Lewis,1995-01-11
MBR01442,Devon Jones,1993-04-27
MBR01443,Shawn Begay,2003-01-03
MBR01444,Aaron Whitehorse,1967-05-11
MBR01445,Christopher Manygoats,1999-06-17
MBR01446,Samantha Thomas,1981-09-26
MBR01447,Talia Williams,1981-04-17
MBR01448,Tyler Clark,2003-06-20
MBR01449,Nicole Anderson,1976-10-07
MBR01450,Robert Lee,1977-04-12
MBR01451,Nicole Redhouse,1976-12-23
MBR01452,Kai Benally,1970-02-22
MBR01453,Christopher Harris,1997-09-25
MBR01454,Cheyenne Chee,1995-10-19
MBR01455,Nicole Thomas,1985-07-07
MBR01456,Jacob Miller,1992-03-10
MBR01457,Jennifer Smith,1982-11-13
MBR01458,Tyler Sanchez,1962-06-03
MBR01459,Daniel Walker,1988-02-11
MBR01460,Marcus Wilson,1997-09-22
MBR01461,Nicole Martin,1999-11-01
MBR01462,Jose Rodriguez,1986-05-11
MBR01463,Aaron Jackson,1963-01-09
MBR01464,Stephanie Redhouse,1989-01-02
MBR01465,Nizhoni Perez,1998-12-14
MBR01466,Stephanie Yazzie,1989-12-05
MBR01467,Nizhoni Whitehorse,1975-10-18
MBR01468,Rebecca Sanchez,1968-12-18
MBR01469,Talia Nez,1976-01-02
MBR01470,Megan Lee,1977-11-14
MBR01471,Maria Martinez,2002-12-08
MBR01472,Kayla Taylor,1976-04-02
MBR01473,Shawn Lewis,2003-03-09
MBR01474,Carlos Taylor,2001-05-23
MBR01475,Angel Davis,1971-09-01
MBR01476,Miguel Nez,1997-01-11
MBR01477,Robert Lee,1985-10-06
MBR01478,Latoya Anderson,2006-07-02
MBR01479,Juan Brown,2002-11-23
MBR01480,Ryan Perez,1972-08-08
MBR01481,Jessica Walker,2000-02-21
MBR01482,Amanda Thomas,1964-01-17
MBR01483,Jennifer Nez,1988-01-28
MBR01484,Luz Brown,1972-07-19
MBR01485,Tyler Lee,2006-10-09
MBR01486,Luz White,1973-05-05
MBR01487,Megan Johnson,1993-09-24
MBR01488,Maria Whitehorse,2001-08-12
MBR01489,Jacob Benally,2005-10-15
MBR01490,Luz Miller,1995-08-26
MBR01491,Andrew Walker,1992-12-18
MBR01492,Elizabeth Jackson,1995-08-16
MBR01493,Daniel Thomas,1987-03-23
MBR01494,Miguel Perez,1984-10-28
MBR01495,Joshua Hernandez,1977-02-22
MBR01496,Destiny Smith,1979-08-03
MBR01497,Nicole Hernandez,1984-08-01
MBR01498,Alma Clark,1966-06-26
MBR01499,Miguel Johnson,1976-04-19
MBR01500,Joseph Thompson,2006-10-22
MBR01501,Amanda Garcia,2001-11-23
MBR01502,Andrew Garcia,1980-08-20
MBR01503,Linda Smith,2006-02-16
MBR01504,Jennifer Nez,1966-05-21
MBR01505,Marcus Davis,1969-04-20
MBR01506,James Yazzie,1984-09-10
MBR01507,Maria Perez,1987-12-24
MBR01508,Jacob Manygoats,1971-04-17
MBR01509,James Clark,1992-08-02
MBR01510,Brittany Williams,1966-12-24
MBR01511,Juan Robinson,1977-01-25
MBR01512,Shawn Johnson,2004-07-14
MBR01513,Alma Moore,1994-02-15
MBR01514,Trevor Curley,1997-04-16
MBR01515,Isaiah Brown,1976-12-16
MBR01516,Joseph Johnson,2004-03-14
MBR01517,Megan Garcia,1988-06-26
MBR01518,Juan Chee,1967-05-27
MBR01519,Jacob Anderson,1975-07-22
MBR01520,Joseph Thompson,1997-02-01
MBR01521,Isaiah Taylor,1990-05-08
MBR01522,Nicole Anderson,1972-05-08
MBR01523,Tyler Yazzie,1984-09-26
MBR01524,Nizhoni Miller,1985-01-16
MBR01525,Shawn Williams,1988-12-05
MBR01526,Ashley Rodriguez,1966-09-03
MBR01527,Tyler Rodriguez,1983-09-02
MBR01528,Rosa Lee,2005-12-13
MBR01529,Rosa Rodriguez,1974-05-20
MBR01530,Megan Clark,1969-09-09
MBR01531,Rosa Martinez,1968-02-14
MBR01532,Aaron Jackson,1985-09-16
MBR01533,Rosa Lopez,1976-09-24
MBR01534,Samantha Martin,1981-06-23
MBR01535,Shawn Tsosie,1988-11-03
MBR01536,James Smith,1988-06-13
MBR01537,Kai Martin,1967-02-17
MBR01538,Sarah Martin,1997-07-03
MBR01539,Maria Harris,1976-09-22
MBR01540,Miguel Nez,1994-06-14
MBR01541,Aaron Garcia,1999-11-09
MBR01542,Amanda Whitehorse,1987-10-07
MBR01543,Matthew Jackson,1999-07-07
MBR01544,Trevor Lopez,1963-06-22
MBR01545,Sarah Chee,1987-02-28
MBR01546,Michael Williams,1962-08-19
MBR01547,Jose Lopez,1978-10-05
MBR01548,Rosa Lee,1989-08-24
MBR01549,Maria Redhouse,1983-03-14
MBR01550,Rebecca Thompson,1972-04-12
MBR01551,Christopher Johnson,2005-08-07
MBR01552,Rosa Jackson,1965-06-10
MBR01553,Megan White,1994-06-06
MBR01554,Aaron Lewis,1970-11-05
MBR01555,Elizabeth Johnson,1985-10-08
MBR01556,Miguel Clark,1999-02-01
MBR01557,Latoya Nez,1964-06-12
MBR01558,Jacob Tsosie,1998-03-10
MBR01559,Yazzie Jones,1965-07-22
MBR01560,David Thomas,1988-06-21
MBR01561,Miguel Gonzalez,1980-04-11
MBR01562,Aaron Jackson,1967-10-05
MBR01563,Destiny Brown,1987-11-16
MBR01564,Yazzie Martin,2003-02-11
MBR01565,Sarah Curley,2005-04-28
MBR01566,Yazzie Curley,1964-07-12
MBR01567,James Manygoats,1976-07-27
MBR01568,Brandon Williams,2004-10-06
MBR01569,Devon Walker,1995-03-17
MBR01570,Aaron White,2005-12-26
MBR01571,Andrew Gonzalez,1988-03-20
MBR01572,Ashley Anderson,1972-01-06
MBR01573,Michael Perez,1983-10-26
MBR01574,Michael Benally,2001-05-18
MBR01575,Dakota Curley,2001-12-07
MBR01576,Kai Wilson,2004-09-19
MBR01577,Marcus Anderson,1976-06-15
MBR01578,Maria Jones,1964-12-11
MBR01579,Sarah Curley,1974-11-06
MBR01580,Trevor Begay,1999-07-08
MBR01581,Maria Thomas,1968-09-26
MBR01582,Michael Smith,1980-07-01
MBR01583,Luz Begay,2000-09-19
MBR01584,Kai Sanchez,1963-08-19
MBR01585,Yazzie Rodriguez,1999-03-21
MBR01586,Nizhoni Lewis,1980-07-04
MBR01587,Jessica Taylor,1994-10-19
MBR01588,Michael Martin,1985-03-06
MBR01589,Rebecca Tsosie,1982-09-05
MBR01590,Brandon Gonzalez,1985-05-26
MBR01591,Stephanie Martinez,1994-09-09
MBR01592,Isaiah Moore,1968-08-14
MBR01593,Elizabeth Wilson,2004-07-26
MBR01594,Stephanie Garcia,2001-08-07
MBR01595,Miguel Curley,1963-01-15
MBR01596,David Begay,1978-07-05
MBR01597,Brittany Manygoats,1994-08-20
MBR01598,Alma Davis,1998-06-26
MBR01599,Devon Williams,1963-12-16
MBR01600,Luz Lewis,1980-04-13
MBR01601,Joshua Chee,1988-09-19
MBR01602,Kayla Martin,2003-03-19
MBR01603,Isaiah Johnson,1998-04-08
MBR01604,Rebecca Miller,1984-03-19
MBR01605,Kayla Thomas,1987-07-20
MBR01606,Stephanie Thompson,1998-01-21
MBR01607,Ryan Whitehorse,2003-08-11
MBR01608,Dakota Anderson,1993-08-21
MBR01609,Matthew Wilson,1980-08-16
MBR01610,Tyler Lopez,1967-12-03
MBR01611,Isaiah Hernandez,1980-05-07
MBR01612,Cheyenne Rodriguez,2004-07-07
MBR01613,Linda Taylor,1973-03-11
MBR01614,Trevor Begay,2004-11-10
MBR01615,Jose Brown,2000-12-06
MBR01616,Guadalupe Whitehorse,2003-04-16
MBR01617,Luz Lewis,1965-12-23
MBR01618,Carlos Gonzalez,1995-01-28
MBR01619,Michael Brown,1995-05-25
MBR01620,Jennifer Smith,1990-10-16
MBR01621,Nicole Williams,1985-01-06
MBR01622,Tyler Jones,1987-08-15
MBR01623,Christopher Redhouse,1993-03-15
MBR01624,Samantha Sanchez,1997-07-22
MBR01625,Tyler Wilson,2006-06-06
MBR01626,Isaiah Garcia,1980-03-25
MBR01627,Stephanie Walker,1966-09-08
MBR01628,Sarah Brown,1986-03-10
MBR01629,Shawn Gonzalez,1982-01-05
MBR01630,Ryan Whitehorse,1995-12-27
MBR01631,Maria Rodriguez,1983-07-24
MBR01632,Ryan Sanchez,2000-11-08
MBR01633,Linda Begay,1999-11-02
MBR01634,Jessica Clark,1967-03-10
MBR01635,Angel Gonzalez,2003-07-12
MBR01636,Destiny Johnson,1995-06-11
MBR01637,Christopher Miller,1994-08-14
MBR01638,Nizhoni Manygoats,1966-12-23
MBR01639,Maria Brown,1970-09-23
MBR01640,Amanda Rodriguez,1983-07-07
MBR01641,Dakota Johnson,1977-08-22
MBR01642,Tyler Garcia,1976-06-27
MBR01643,Aaron Miller,2006-06-14
MBR01644,Christopher Rodriguez,1984-03-17
MBR01645,Carlos Benally,1966-12-08
MBR01646,Joshua Lewis,1987-08-14
MBR01647,Nizhoni Smith,1968-10-21
MBR01648,Linda Jackson,1981-01-28
MBR01649,Rebecca Chee,1993-05-08
MBR01650,Talia Lewis,2002-10-28
MBR01651,Jose Yazzie,1968-02-27
MBR01652,Devon Lewis,1995-08-11
MBR01653,Matthew Sanchez,1983-08-03
MBR01654,Ryan Lewis,1970-05-25
MBR01655,Jose Johnson,1973-04-21
MBR01656,Maria Chee,1996-03-07
MBR01657,Jacob Martinez,1983-08-20
MBR01658,Samantha Chee,1993-02-09
MBR01659,Jennifer Anderson,1994-05-10
MBR01660,Andrew Smith,1992-02-16
MBR01661,Marcus Jackson,1986-12-02
MBR01662,Stephanie Hernandez,1977-08-13
MBR01663,Juan Clark,1999-10-02
MBR01664,Tyler Thomas,1991-03-08
MBR01665,Guadalupe Nez,1999-02-06
MBR01666,Nicole Smith,1968-05-24
MBR01667,Aaron White,1979-01-26
MBR01668,Sarah Moore,1981-03-15
MBR01669,Samantha Hernandez,1980-03-23
MBR01670,Robert Wilson,1994-03-21
MBR01671,Ashley Anderson,1990-04-06
MBR01672,Trevor Taylor,1991-04-09
MBR01673,Ashley Moore,1994-01-18
MBR01674,Cheyenne Lopez,1999-10-02
MBR01675,Amanda Harris,1982-10-03
MBR01676,Sarah Chee,1973-07-04
MBR01677,Luz Williams,2002-08-27
MBR01678,Maria Jones,1980-12-08
MBR01679,Jennifer Jackson,1968-02-22
MBR01680,Destiny Jackson,1973-01-25
MBR01681,Joshua Chee,1988-12-03
MBR01682,Andrew Curley,1962-01-23
MBR01683,Angel Williams,1967-11-19
MBR01684,Kai Begay,1967-12-02
MBR01685,Cheyenne Hernandez,1985-03-16
MBR01686,Juan Gonzalez,1970-07-17
MBR01687,Devon Thomas,1973-10-08
MBR01688,Shawn Brown,1969-09-12
MBR01689,Destiny Chee,1990-08-09
MBR01690,Guadalupe Lewis,1979-06-19
MBR01691,Guadalupe Manygoats,1992-06-12
MBR01692,Matthew White,1974-06-26
MBR01693,Juan Begay,1986-07-01
MBR01694,Kayla Begay,1967-12-12
MBR01695,Miguel Yazzie,1991-11-02
MBR01696,Marcus Robinson,2001-06-02
MBR01697,Sarah Williams,1995-06-17
MBR01698,Megan Brown,1963-05-03
MBR01699,Sarah Nez,1976-11-13
MBR01700,Guadalupe Smith,1990-04-03
MBR01701,Ashley Martinez,1985-08-08
MBR01702,Andrew Taylor,1988-06-02
MBR01703,Kayla Taylor,2005-02-10
MBR01704,Ashley White,1975-09-09
MBR01705,Miguel Moore,1994-11-02
